#Cell_Idx|Cell_Z|Cell_X|Tier
#C_Idx|C_Z|C_X|Tier
#North America|||
2414|2617|13792|3
2415|-20218|23247|3
2416|19599|-6019|3
2417|-24597|-15275|3
2418|-26053|24349|3
2419|8961|24703|3
2420|7824|25508|3
2421|-25793|5020|3
2422|-17111|-19568|3
2423|1525|6303|3
2424|12454|-18090|3
2425|-24668|-1275|3
2426|11005|-3062|3
2427|8629|7500|3
2428|-19292|-26393|3
2429|-1728|3715|3
2430|6854|6544|3
2431|26361|2578|3
2432|-2569|-10106|3
2433|15395|-14348|3
2434|-23128|20752|3
2435|-7949|10664|3
2436|-6731|19800|3
2437|8391|21895|3
2438|-13295|26518|3
2439|9302|25548|3
2440|12804|22928|3
2441|-6141|-6819|3
2442|-17961|4844|3
2443|3050|7362|3
2444|-5665|2869|3
2445|-15365|2365|3
2446|11649|-25100|3
2447|3960|26885|3
2448|-8511|8791|3
2449|-21027|18125|3
2450|22672|22514|3
2451|10651|10099|3
2452|10998|23170|3
2453|-13378|-19326|3
2454|16410|-9193|3
2455|-24591|-24637|3
2456|25453|18342|3
2457|4175|10253|3
2458|-19604|18334|3
2459|9557|19302|3
2460|10326|-16890|3
2461|19675|1053|3
2462|-19854|14453|3
2463|-23651|16475|3
2464|-23311|12822|3
2465|6277|24392|3
2466|786|13080|3
2467|13195|12969|3
2468|-17162|13983|3
2469|-3581|14039|3
2470|-1060|-2311|3
2471|19578|-5686|3
2472|-3331|-14063|3
2473|9175|14159|3
2474|-22577|7998|3
2475|-1180|2503|3
2476|-8916|-12409|3
2477|-10435|15826|3
2478|9369|-4379|3
2479|9671|-18913|3
2480|16659|8100|3
2481|21304|5241|3
2482|26032|9910|3
2483|-21246|12071|3
2484|-2928|-25303|3
2485|682|-26087|3
2486|-15626|-8078|3
2487|2748|11104|3
2488|-16886|1170|3
2489|22618|-12293|3
2490|26468|11173|3
2491|-2165|10666|3
2492|-1244|-16024|3
2493|-12049|2274|3
2494|-3121|-1008|3
2495|15878|10145|3
2496|15217|3090|3
2497|787|9595|3
2498|-18980|22587|3
2499|13091|-15990|3
2500|24719|-16059|3
2501|13463|5956|3
2502|-10774|-16349|3
2503|1978|-21802|3
2504|7482|-5861|3
2505|-1945|-268|3
2506|9476|1981|3
2507|6440|-13536|3
2508|-1265|21039|3
2509|26207|-10463|3
2510|-629|6437|3
2511|24985|6423|3
2512|25349|-9605|3
2513|11087|-26665|3
2514|-6315|7279|3
2515|2963|20306|3
2516|-15075|-23224|3
2517|4612|13293|3
2518|-7383|-20052|3
2519|740|11852|3
2520|-23288|-19613|3
2521|2852|9446|3
2522|4246|-19537|3
2523|25471|-2140|3
2524|20491|4642|3
2525|-11185|-19870|3
2526|-9445|-6248|3
2527|2374|20731|3
2528|9780|14730|3
2529|21489|13975|3
2530|-17134|-4920|3
2531|-16594|5590|3
2532|367|-14023|3
2533|-1543|-4191|3
2534|7667|-24661|3
2535|11299|17224|3
2536|-23000|6745|3
2537|16304|-20448|3
2538|26285|-17547|3
2539|-12141|4743|3
2540|2637|4010|3
2541|-24218|9904|3
2542|-351|-21402|3
2543|-19934|26062|3
2544|995|12587|3
2545|-3764|24770|3
2546|5884|10759|3
2547|-8545|9574|3
2548|-23609|-23386|3
2549|6711|26747|3
2550|16850|20060|3
2551|24769|-6816|3
2552|-18363|-6390|3
2553|20642|2448|3
2554|21835|-11758|3
2555|-17601|-3183|3
2556|-23079|-9023|3
2557|15567|2742|3
2558|-15848|3657|3
2559|16487|6263|3
2560|-16592|-17785|3
2561|-12702|12654|3
2562|-18265|-8900|3
2563|10664|20191|3
2564|-22977|3192|3
2565|-23930|-4418|3
2566|-7296|-2471|3
2567|-8224|-11690|3
2568|-7813|-18318|3
2569|10876|-21078|3
2570|-11989|14550|3
2571|23971|-20254|3
2572|-10322|20121|3
2573|22012|3114|3
2574|-23188|-6539|3
2575|-20919|20762|3
2576|-25368|19383|3
2577|-24286|-18632|3
2578|-7709|22969|3
2579|-3517|8329|3
2580|21213|-23326|3
2581|-12924|-14087|3
2582|-11517|2912|3
2583|15638|-304|3
2584|-15727|-15075|3
2585|6950|19261|3
2586|18136|-18619|3
2587|2785|-18865|3
2588|-16944|13495|3
2589|-4109|16542|3
2590|4075|-3283|3
2591|-18343|9814|3
2592|18982|-26864|3
2593|6840|7397|3
2594|5079|19979|3
2595|-18472|18556|3
2596|-21837|8763|3
2597|9454|-26271|3
2598|9668|-23185|3
2599|-20635|-20337|3
2600|15125|-22009|3
2601|-6091|8479|3
2602|-1574|-8535|3
2603|9191|16405|3
2604|9797|25653|3
2605|10411|-26178|3
2606|-4601|8179|3
2607|-2238|5339|3
2608|-16613|-15638|3
2609|7623|22909|3
2610|-20766|-17996|3
2611|22889|-12174|3
2612|1642|15784|3
2613|-12758|26920|3
2614|-5466|-848|3
2615|-25248|-8317|3
2616|21791|12390|3
2617|-1998|-17061|3
2618|12236|25498|3
2619|-6401|-5720|3
2620|21756|-12550|3
2621|-13469|-24649|3
2622|19704|-153|3
2623|13509|-12760|3
2624|-17839|16640|3
2625|-22130|4687|3
2626|-14405|-23913|3
2627|-18941|20406|3
2628|-7672|409|3
2629|6041|-24327|3
2630|-24856|-3950|3
2631|-15233|24252|3
2632|22948|-13520|3
2633|2381|149|3
2634|-2871|22761|3
2635|8090|-25311|3
2636|-16330|12086|3
2637|-15828|-14199|3
2638|-17605|3138|3
2639|-13221|-87|3
2640|23248|3709|3
2641|18039|20879|3
2642|18476|8446|3
2643|-5992|20842|3
2644|6052|1856|3
2645|-26066|15948|3
2646|-9334|3794|3
2647|-2792|22674|3
2648|-24934|507|3
2649|-24750|285|3
2650|24024|7604|3
2651|-14501|22279|3
2652|-374|3977|3
2653|22175|-2777|3
2654|26225|11242|3
2655|-305|1924|3
2656|15237|-24015|3
2657|-23429|-7424|3
2658|2135|7290|3
2659|2181|-6300|3
2660|20464|15943|3
2661|-21443|12987|3
2662|2019|-10941|3
2663|3616|-3315|3
2664|-6597|23023|3
2665|-1624|-8204|3
2666|5167|12223|3
2667|18768|-24005|3
2668|5897|-19660|3
2669|18047|1902|3
2670|-1921|-2247|3
2671|-4145|7845|3
2672|20302|-12542|3
2673|20798|18655|3
2674|12793|-9523|3
2675|-21152|-25503|3
2676|14925|21609|3
2677|21370|-20525|3
2678|-14922|-13618|3
2679|4174|25775|3
2680|-25155|-12783|3
2681|-4570|-11748|3
2682|8689|-21810|3
2683|-10117|12113|3
2684|4115|-2977|3
2685|21524|14064|3
2686|5848|-19578|3
2687|4377|-20000|3
2688|-8|15878|3
2689|2234|-20708|3
2690|-14974|53|3
2691|7473|24143|3
2692|-17939|26380|3
2693|-18907|21520|3
2694|20459|17528|3
2695|4366|10838|3
2696|25164|-7001|3
2697|24262|14408|3
2698|-22947|6377|3
2699|-6542|26628|3
2700|10869|15181|3
2701|8888|7506|3
2702|-5793|-14477|3
2703|-1603|55|3
2704|-19804|-19337|3
2705|21984|6516|3
2706|19979|-12882|3
2707|14322|-13107|3
2708|9223|12526|3
2709|-2664|-10532|3
2710|-13564|25947|3
2711|-20553|-22932|3
2712|-25262|14930|3
2713|929|2695|3
2714|16127|7707|3
2715|-980|-11007|3
2716|-2034|16773|3
2717|-1396|-19547|3
2718|15194|14973|3
2719|-18861|-5848|3
2720|24827|-4747|3
2721|-1925|-24607|3
2722|-8079|8624|3
2723|-56|21861|3
2724|1721|-12919|3
2725|-22580|-9538|3
2726|7443|1799|3
2727|-1642|21500|3
2728|-16753|-21266|3
2729|-4667|-1179|3
2730|-4842|90|3
2731|2806|-19819|3
2732|1483|6171|3
2733|16271|-7101|3
2734|21253|16841|3
2735|-5791|8637|3
2736|455|18137|3
2737|-2948|-18886|3
2738|-13364|23674|3
2739|24049|-8172|3
2740|-25753|-15842|3
2741|15734|-25221|3
2742|-8921|-25217|3
2743|20824|26920|3
2744|5883|-7973|3
2745|-25151|-19957|3
2746|8258|24294|3
2747|-24227|5861|3
2748|23622|19579|3
2749|5882|15659|3
2750|25799|19024|3
2751|-22501|26416|3
2752|20962|-13356|3
2753|-25512|-1432|3
2754|21794|-18460|3
2755|-16988|-18958|3
2756|-1328|-8501|3
2757|-13358|-22276|3
2758|-8960|-22667|3
2759|18149|-26528|3
2760|-11469|1082|3
2761|-20941|-3958|3
2762|-25382|-22436|3
2763|5055|25647|3
2764|-1052|-2606|3
2765|-17096|-19182|3
2766|-13739|-20157|3
2767|-9508|12843|3
2768|-19882|8896|3
2769|18038|22358|3
2770|25058|10239|3
2771|-2865|11983|3
2772|-4781|-24588|3
2773|-1210|-11556|3
2774|-10383|-20341|3
2775|-5823|-19817|3
2776|2361|-11512|3
2777|20267|-11482|3
2778|20416|-2149|3
2779|13176|2995|3
2780|10516|-20745|3
2781|6734|8117|3
2782|-24494|-5992|3
2783|-14785|748|3
2784|-23584|14722|3
2785|21732|5192|3
2786|-7392|-18345|3
2787|11878|14245|3
2788|-7840|-4091|3
2789|-13588|-13451|3
2790|-20898|-17759|3
2791|-16784|21401|3
2792|-12842|7255|3
2793|22041|-22145|3
2794|16695|21551|3
2795|22743|22177|3
2796|-6819|-7043|3
2797|17618|2862|3
2798|-8426|24835|3
2799|1574|23607|3
2800|7663|-11429|3
2801|14150|19237|3
2802|15876|-8760|3
2803|16516|15325|3
2804|-4534|7095|3
2805|-16560|19181|3
2806|15984|17322|3
2807|2910|-21261|3
2808|13813|19485|3
2809|8599|23663|3
2810|-16983|13488|3
2811|21755|3465|3
2812|-18150|-18844|3
2813|17674|18971|3
2814|24113|-19160|3
2815|3964|-9260|3
2816|23543|-12617|3
2817|-4382|-854|3
2818|4255|-13432|3
2819|9442|24701|3
2820|771|24842|3
2821|7721|-11453|3
2822|-15855|-7567|3
2823|1417|-16174|3
2824|-16370|-20359|3
2825|-5417|-11674|3
2826|21733|-24812|3
2827|-13197|-4256|3
2828|-6345|-6887|3
2829|-8679|2781|3
2830|18404|-1467|3
2831|-12065|23015|3
2832|17102|22151|3
2833|-14755|14371|3
2834|9639|-13164|3
2835|15086|-3382|3
2836|22217|-3281|3
2837|-2907|11375|3
2838|-1493|-13144|3
2839|-17552|-10643|3
2840|14255|4959|3
2841|14900|25966|3
2842|-15658|20535|3
2843|-12288|14718|3
2844|-12491|15607|3
2845|-14781|14571|3
2846|20330|-25839|3
2847|-2915|-590|3
2848|13464|-13684|3
2849|22210|-6578|3
2850|3873|12991|3
2851|20799|15338|3
2852|4539|3817|3
2853|-13801|-12641|3
2854|-4059|15525|3
2855|1596|11446|3
2856|-26336|14269|3
2857|-13751|4017|3
2858|9543|20028|3
2859|11793|10916|3
2860|25497|-8898|3
2861|-12195|-6619|3
2862|16719|18609|3
2863|-13441|21367|3
2864|649|-16697|3
2865|270|25708|3
2866|17265|-25748|3
2867|-16855|-24062|3
2868|-24320|11285|3
2869|23586|6982|3
2870|-18349|-12060|3
2871|25382|-13460|3
2872|22882|-8991|3
2873|20470|-6092|3
2874|-24653|-8481|3
2875|-21546|10152|3
2876|20398|-15955|3
2877|4111|3195|3
2878|-12380|924|3
2879|4893|-10389|3
2880|-16216|6200|3
2881|-25555|-2399|3
2882|26715|11268|3
2883|8297|-14704|3
2884|-4015|-22411|3
2885|20389|-270|3
2886|8660|-14273|3
2887|26281|-20941|3
2888|-9064|-11149|3
2889|-23257|-26337|3
2890|-24063|-17000|3
2891|-21637|-19559|3
2892|-6087|-21681|3
2893|26762|25752|3
2894|9588|-23333|3
2895|17150|-23506|3
2896|26636|13328|3
2897|-7192|1625|3
2898|-12416|-14331|3
2899|-25319|-22229|3
2900|22826|4272|3
2901|17334|21082|3
2902|17519|-17701|3
2903|392|10498|3
2904|2321|-14080|3
2905|-18820|-17057|3
2906|-22702|-12520|3
2907|24611|13247|3
2908|22647|22562|3
2909|-23425|14124|3
2910|-365|14730|3
2911|-9587|12965|3
2912|-24338|-573|3
2913|19097|-18932|3
2914|4020|1395|3
2915|726|2379|3
2916|17104|-4166|3
2917|-1682|-24276|3
2918|-23078|-25101|3
2919|-6569|-2912|3
2920|22546|-17891|3
2921|15172|-1695|3
2922|1403|23976|3
2923|14827|-2769|3
2924|19248|2405|3
2925|-2735|-24825|3
2926|-19764|24105|3
2927|2702|-1182|3
2928|-23173|26253|3
2929|1937|-12392|3
2930|-15734|26754|3
2931|-23463|5874|3
2932|10402|-9325|3
2933|-16107|21014|3
2934|-11869|-7846|3
2935|608|25356|3
2936|9534|3823|3
2937|-13364|12431|3
2938|-1231|-26844|3
2939|-25198|6802|3
2940|26979|2189|3
2941|3962|16916|3
2942|-11433|9697|3
2943|-22110|10615|3
2944|-14214|-2097|3
2945|-13353|5514|3
2946|12384|3119|3
2947|-26929|25105|3
2948|10807|2996|3
2949|2541|14480|3
2950|-9704|-8841|3
2951|-6138|15412|3
2952|-2925|-9741|3
2953|-4389|-11128|3
2954|-18123|26384|3
2955|-10927|26999|3
2956|-12389|-3941|3
2957|-8343|23608|3
2958|24733|703|3
2959|-22971|-21251|3
2960|4685|15730|3
2961|21435|-11509|3
2962|5743|11794|3
2963|894|-18862|3
2964|8070|-19223|3
2965|23366|-17193|3
2966|-4514|-18605|3
2967|15277|13477|3
2968|15250|16635|3
2969|-23018|7106|3
2970|20833|16811|3
2971|22391|-9443|3
2972|-3865|-21806|3
2973|22809|-16025|3
2974|5452|20826|3
2975|8776|-643|3
2976|-11642|22439|3
2977|-20126|9276|3
2978|25675|-23761|3
2979|12893|1770|3
2980|-8774|837|3
2981|-15294|-21499|3
2982|12851|4565|3
2983|5893|11983|3
2984|-20521|627|3
2985|-22399|-1039|3
2986|-3078|-4512|3
2987|-23423|18758|3
2988|-6418|25252|3
2989|5177|14832|3
2990|24395|-159|3
2991|-20983|-20494|3
2992|-8627|-6427|3
2993|21760|-12024|3
2994|25367|-3786|3
2995|-25414|10947|3
2996|-26267|14281|3
2997|26483|17237|3
2998|-11787|-12185|3
2999|1844|8484|3
3000|8021|25378|3
3001|-13133|1848|3
3002|-4041|-19702|3
3003|333|16933|3
3004|23796|24368|3
3005|15837|-4350|3
3006|12005|6901|3
3007|2971|24045|3
3008|-23758|-23548|3
3009|3464|-4047|3
3010|-25108|9648|3
3011|-14324|21871|3
3012|-23003|-17537|3
3013|10760|-12584|3
3014|5070|25738|3
3015|-5404|-26707|3
3016|-3924|3222|3
3017|19692|23188|3
3018|-11342|466|3
3019|-15969|6936|3
3020|-23215|21257|3
3021|2017|-26445|3
3022|-19911|16663|3
3023|7871|-3506|3
3024|5618|-787|3
3025|-21616|-9321|3
3026|-16359|9894|3
3027|-18406|-2418|3
3028|8108|12905|3
3029|11495|-8405|3
3030|-5209|24901|3
3031|-5382|-14786|3
3032|-17595|20267|3
3033|-10748|20569|3
3034|14606|6441|3
3035|7706|17580|3
3036|-4707|-8229|3
3037|-17969|-6320|3
3038|3953|-9902|3
3039|-1549|23984|3
3040|20722|-3235|3
3041|-18019|12986|3
3042|10214|-21191|3
3043|-23552|-21011|3
3044|24993|-2383|3
3045|17351|-69|3
3046|-26182|3930|3
3047|-20553|-22442|3
3048|12398|-8599|3
3049|-16194|-8102|3
3050|-24386|26524|3
3051|-20944|23735|3
3052|8632|24142|3
3053|-13097|20506|3
3054|653|14341|3
3055|-17345|11289|3
3056|21705|16443|3
3057|5494|-14800|3
3058|-9507|-25496|3
3059|-21860|-6733|3
3060|1224|8256|3
3061|-20234|18942|3
3062|13624|13372|3
3063|24798|25899|3
3064|-8105|-26299|3
3065|5404|-560|3
3066|-20062|-13675|3
3067|6932|-21019|3
3068|20261|10094|3
3069|25090|-11328|3
3070|15225|-4425|3
3071|4026|15210|3
3072|26750|17385|3
3073|9826|14208|3
3074|-9700|-13992|3
3075|-7987|6604|3
3076|-2823|-6012|3
3077|16049|15017|3
3078|19441|11798|3
3079|21637|8537|3
3080|5202|-25879|3
3081|1000|15411|3
3082|-10029|3806|3
3083|8044|-11722|3
3084|-15911|-3640|3
3085|7652|26094|3
3086|6861|21017|3
3087|5075|22491|3
3088|-24921|8865|3
3089|-9995|26083|3
3090|-16068|-1414|3
3091|794|18879|3
3092|6911|18061|3
3093|-20257|-15556|3
3094|24069|-23839|3
3095|3920|-10673|3
3096|-16562|735|3
3097|-24100|581|3
3098|7065|-9859|3
3099|25947|-9974|3
3100|4134|-886|3
3101|-16824|18569|3
3102|21297|-21920|3
3103|-1393|4543|3
3104|2680|-23081|3
3105|3502|-3365|3
3106|-4971|-10179|3
3107|-26035|17773|3
3108|-18816|16380|3
3109|-5255|16998|3
3110|-14992|-12882|3
3111|-18476|-22602|3
3112|-11860|-24563|3
3113|1844|16513|3
3114|-3259|23725|3
3115|23463|6333|3
3116|12007|18031|3
3117|-16493|-17114|3
3118|-6214|4143|3
3119|16470|16968|3
3120|3352|-3425|3
3121|4868|19604|3
3122|-25149|10443|3
3123|-15967|18919|3
3124|-24371|20578|3
3125|-1549|12438|3
3126|-15976|-26664|3
3127|25536|25157|3
3128|16771|2224|3
3129|-8572|-1388|3
3130|-21538|-18278|3
3131|-25502|15402|3
3132|26756|1279|3
3133|17548|-437|3
3134|5924|13934|3
3135|-10019|26563|3
3136|-9777|17310|3
3137|-26186|-24971|3
3138|23512|-21239|3
3139|-26703|-19462|3
3140|12103|12954|3
3141|-24060|17884|3
3142|-17611|-16123|3
3143|-26121|4186|3
3144|20124|-25297|3
3145|21619|-24487|3
3146|-6994|4198|3
3147|-24745|13842|3
3148|11174|5608|3
3149|-9661|-23315|3
3150|20276|20346|3
3151|-6788|6995|3
3152|22717|16158|3
3153|26610|14543|3
3154|21511|14730|3
3155|-25929|9054|3
3156|-15781|8911|3
3157|1915|-9667|3
3158|4365|13363|3
3159|-4389|4851|3
3160|24400|11909|3
3161|4099|19140|3
3162|-13899|23284|3
3163|-13793|-25506|3
3164|26731|-5067|3
3165|-4116|15633|3
3166|3188|5011|3
3167|375|-3058|3
3168|-4314|-10061|3
3169|-3720|13082|3
3170|19016|5204|3
3171|25108|14334|3
3172|19954|2431|3
3173|6603|-7410|3
3174|13562|11812|3
3175|12120|6360|3
3176|1283|20957|3
3177|-19831|-1582|3
3178|-15798|-13482|3
3179|26811|2113|3
3180|-21083|-24638|3
3181|-14220|23983|3
3182|8324|-9940|3
3183|25740|7236|3
3184|6141|-12824|3
3185|8713|9522|3
3186|-20481|-8585|3
3187|3654|-13511|3
3188|11186|20113|3
3189|10498|-1232|3
3190|21146|-19206|3
3191|9370|26923|3
3192|-12241|-21658|3
3193|1833|-24656|3
3194|-22213|-11624|3
3195|10320|-18652|3
3196|-11665|-5146|3
3197|2532|3514|3
3198|11899|10802|3
3199|-26921|-20128|3
3200|-882|26824|3
3201|-23564|17977|3
3202|23743|-13296|3
3203|-14201|4726|3
3204|-16944|5148|3
3205|-16651|-23012|3
3206|-13062|-24852|3
3207|14681|-26255|3
3208|-6710|-19894|3
3209|-18188|-14721|3
3210|-25938|-13444|3
3211|20061|22103|3
3212|5222|-1696|3
3213|-22173|20190|3
3214|20840|-9486|3
3215|21931|12918|3
3216|-15144|-4267|3
3217|8021|-11417|3
3218|17388|-10685|3
3219|8354|-15540|3
3220|-13887|-8669|3
3221|21037|1148|3
3222|26228|-18343|3
3223|11553|6777|3
3224|18818|1714|3
3225|-9975|17505|3
3226|2166|12606|3
3227|6541|21736|3
3228|19024|-2827|3
3229|8547|-18568|3
3230|-18355|10005|3
3231|-15650|-4655|3
3232|21538|7513|3
3233|-3934|1673|3
3234|23725|17840|3
3235|20698|17110|3
3236|6698|16020|3
3237|-8305|7359|3
3238|9930|14889|3
3239|26627|-17843|3
3240|-21646|3960|3
3241|24337|10363|3
3242|-10357|12018|3
3243|-19070|16241|3
3244|9448|-5929|3
3245|-7802|-23216|3
3246|9378|594|3
3247|-461|-25139|3
3248|-22719|23427|3
3249|14886|-23663|3
3250|-18832|1356|3
3251|22905|3669|3
3252|-20898|4658|3
3253|10557|8941|3
3254|20931|-23230|3
3255|-26840|22220|3
3256|25703|-4821|3
3257|14455|15679|3
3258|11125|26924|3
3259|-25894|-6713|3
3260|-12885|-12092|3
3261|24088|-22600|3
3262|-9742|-22971|3
3263|-2880|16893|3
3264|10731|24941|3
3265|-18843|22310|3
3266|11491|-26191|3
3267|9962|7671|3
3268|26612|-20364|3
3269|2345|-1193|3
3270|14508|-9305|3
3271|26016|-20933|3
3272|20015|8733|3
3273|-5820|-10179|3
3274|2771|-21207|3
3275|18073|14230|3
3276|7494|-9404|3
3277|-13681|-3090|3
3278|6376|10592|3
3279|-21923|-23653|3
3280|4248|-12770|3
3281|-26495|25683|3
3282|-26353|15719|3
3283|23183|-21066|3
3284|-17899|-25345|3
3285|12628|25663|3
3286|21883|8939|3
3287|-12463|-18398|3
3288|12821|-16318|3
3289|-20561|-8617|3
3290|5186|8860|3
3291|-9057|-14353|3
3292|-12194|-2065|3
3293|-9950|-19345|3
3294|4908|21390|3
3295|19645|17987|3
3296|-10780|-18108|3
3297|9085|20987|3
3298|-16644|-16926|3
3299|25754|-15504|3
3300|25874|-22734|3
3301|-18155|-19469|3
3302|-14|5165|3
3303|12385|25821|3
3304|17513|1697|3
3305|3730|-8171|3
3306|-24773|-1577|3
3307|-22516|22658|3
3308|-5780|-24477|3
3309|7813|7186|3
3310|-25652|19201|3
3311|21043|-25865|3
3312|2066|-2364|3
3313|25246|25021|3
3314|-19416|10743|3
3315|-11140|-13497|3
3316|11451|17298|3
3317|20754|18115|3
3318|11209|13859|3
3319|-25321|-6970|3
3320|4808|10797|3
3321|21408|18324|3
3322|13175|22429|3
3323|-2999|16616|3
3324|-5429|26265|3
3325|20680|4033|3
3326|7578|11093|3
3327|-15094|22146|3
3328|-9611|7414|3
3329|786|-20320|3
3330|9624|-4329|3
3331|-1825|18404|3
3332|-10498|-6907|3
3333|-19611|-23577|3
3334|24668|-24692|3
3335|-17740|-21114|3
3336|-24318|-8612|3
3337|-7464|-23068|3
3338|16950|15716|3
3339|-9228|26429|3
3340|-10230|20887|3
3341|-14308|-23738|3
3342|8592|-19843|3
3343|22312|-20190|3
3344|17857|-22179|3
3345|-18207|-3365|3
3346|13333|26422|3
3347|-14852|-12789|3
3348|-15017|-3950|3
3349|-5377|-12071|3
3350|-19289|-22396|3
3351|-2459|16978|3
3352|976|5438|3
3353|23284|-21288|3
3354|-13531|2333|3
3355|5464|11877|3
3356|-17985|-16640|3
3357|20824|-23490|3
3358|20483|26881|3
3359|4076|-5458|3
3360|12011|-24253|3
3361|-16288|12373|3
3362|-6096|21213|3
3363|4885|3861|3
3364|15376|8880|3
3365|23548|-4929|3
3366|-19247|14441|3
3367|19585|19677|3
3368|-19730|22353|3
3369|15763|-25222|3
3370|-10595|20702|3
3371|5668|-7590|3
3372|-11627|-3049|3
3373|-124|-6080|3
3374|23142|-22471|3
3375|8058|24451|3
3376|-2821|-1853|3
3377|15496|24795|3
3378|-5785|-2260|3
3379|1766|558|3
3380|-14155|17985|3
3381|11275|18186|3
3382|9869|17544|3
3383|22209|17535|3
3384|24070|-860|3
3385|-11093|-15229|3
3386|-6216|-24064|3
3387|1075|19926|3
3388|14127|-5628|3
3389|12285|4661|3
3390|14986|-23253|3
3391|-15003|8209|3
3392|24204|-14493|3
3393|-4700|24260|3
3394|4269|17132|3
3395|25885|-23959|3
3396|1349|26911|3
3397|-9540|-24843|3
3398|8161|16815|3
3399|26193|24359|3
3400|-10926|16854|3
3401|4920|13721|3
3402|-24554|-4232|3
3403|-14168|26151|3
3404|-24766|23279|3
3405|-21081|9284|3
3406|13260|10804|3
3407|-24949|3118|3
3408|-21497|-25779|3
3409|16010|26366|3
3410|-5500|-725|3
3411|379|-3516|3
3412|18519|21511|3
3413|-22975|19836|3
3414|869|15099|3
3415|-5447|24110|3
3416|3604|6925|3
3417|23122|-13486|3
3418|-16523|-17184|3
3419|18143|-19655|3
3420|-17884|5311|3
3421|17822|-19053|3
3422|-18302|6237|3
3423|-14560|9272|3
3424|-1799|-19079|3
3425|-21719|-7341|3
3426|3916|9189|3
3427|-6555|-11340|3
3428|9205|8281|3
3429|-662|-17757|3
3430|9776|26417|3
3431|-13202|15606|3
3432|-2628|5131|3
3433|17557|-9578|3
3434|-17755|11272|3
3435|24966|16851|3
3436|24632|-19604|3
3437|-21928|26746|3
3438|-25513|-14345|3
3439|180|14664|3
3440|5997|11192|3
3441|14258|13156|3
3442|-7156|-20450|3
3443|20168|-25183|3
3444|-10777|-13166|3
3445|23102|6112|3
3446|-7738|4597|3
3447|-19416|26816|3
3448|3383|-11388|3
3449|16701|-625|3
3450|21935|20184|3
3451|-11106|-21130|3
3452|-11648|-26485|3
3453|21180|-11133|3
3454|16793|-20130|3
3455|-11760|-250|3
3456|23949|-20273|3
3457|20033|-19909|3
3458|-10289|14720|3
3459|7411|15506|3
3460|12681|16291|3
3461|-17041|3185|3
3462|9230|10013|3
3463|24010|21862|3
3464|18556|19348|3
3465|-452|-15871|3
3466|-22433|-16805|3
3467|-3361|21511|3
3468|-2140|12594|3
3469|14797|-10983|3
3470|26283|-25189|3
3471|-13534|-15859|3
3472|-12202|-13825|3
3473|6619|-14697|3
3474|25697|21528|3
3475|-1804|-7773|3
3476|-3881|11313|3
3477|-12322|-23580|3
3478|-960|-23173|3
3479|-23536|-3602|3
3480|6010|1701|3
3481|-1414|-15970|3
3482|-5167|-18778|3
3483|-17097|6220|3
3484|-8134|-22171|3
3485|8563|-1367|3
3486|8958|19672|3
3487|-3039|-20932|3
3488|3828|2607|3
3489|-14932|25784|3
3490|892|-16518|3
3491|13810|-22151|3
3492|-7879|-10792|3
3493|8496|-19335|3
3494|-2302|7762|3
3495|-24902|-11187|3
3496|9742|-25465|3
3497|-21247|17935|3
3498|-5632|14835|3
3499|-9268|-21812|3
3500|-3791|7158|3
3501|8794|-3023|3
3502|17385|17305|3
3503|-21756|-7385|3
3504|16317|25439|3
3505|25691|-2994|3
3506|1347|16049|3
3507|-5321|-24552|3
3508|3691|-3657|3
3509|26776|1207|3
3510|-6620|-13676|3
3511|-22176|20620|3
3512|-2613|3365|3
3513|-23506|18476|3
3514|-5958|13464|3
3515|-26767|-7701|3
3516|-17628|13026|3
3517|-15805|95|3
3518|6138|-10358|3
3519|17568|7746|3
3520|7087|-14305|3
3521|-11714|646|3
3522|-1837|4286|3
3523|-21279|8001|3
3524|20972|-1434|3
3525|-24247|25751|3
3526|-14918|15546|3
3527|24931|-8677|3
3528|23221|-13086|3
3529|16483|6127|3
3530|-19958|17275|3
3531|4641|25113|3
3532|13607|23973|3
3533|-6274|-9000|3
3534|-24128|-3559|3
3535|-24270|23223|3
3536|-5006|-5651|3
3537|23189|4221|3
3538|-15824|12238|3
3539|-19361|-26241|3
3540|-3837|-21641|3
3541|7029|5559|3
3542|5894|14957|3
3543|11211|22657|3
3544|23856|-22049|3
3545|21535|18541|3
3546|-3300|4605|3
3547|-8205|-21461|3
3548|-5985|-9895|3
3549|-24850|7914|3
3550|23099|-13201|3
3551|2767|22567|3
3552|-26332|-26421|3
3553|-2594|-11435|3
3554|10029|-13122|3
3555|-5102|-4729|3
3556|-26969|-12298|3
3557|-4831|22237|3
3558|7061|21337|3
3559|-19505|-7906|3
3560|5105|-24622|3
3561|-25708|-17472|3
3562|-6681|10590|3
3563|-5763|-14784|3
3564|869|-2028|3
3565|5551|-21198|3
3566|4973|15762|3
3567|-8948|-3390|3
3568|18996|5469|3
3569|-10452|-9300|3
3570|19853|22802|3
3571|420|-19986|3
3572|24594|24089|3
3573|-7193|-16723|3
3574|25850|24699|3
3575|7235|-8219|3
3576|16525|26692|3
3577|-1641|-15346|3
3578|-12965|17604|3
3579|-13868|14148|3
3580|-24513|25763|3
3581|22232|-12526|3
3582|4223|-18455|3
3583|6036|-16767|3
3584|-16632|-25682|3
3585|-7211|-12078|3
